Datetime,Open,High,Low,Close,Adj Close,Volume
2023-06-05 12:30:00,26739.484375,26749.322265625,26694.400390625,26694.400390625,26694.400390625,16151552
2023-06-05 12:45:00,26690.57421875,26708.412109375,26670.19921875,26686.70703125,26686.70703125,122223616
2023-06-05 13:00:00,26685.63671875,26728.681640625,26661.25,26723.0390625,26723.0390625,89014272
2023-06-05 13:15:00,26721.046875,26725.3046875,26689.291015625,26725.3046875,26725.3046875,91380736
2023-06-05 13:30:00,26724.009765625,26759.947265625,26724.009765625,26759.947265625,26759.947265625,65965056
2023-06-05 13:45:00,26760.462890625,26764.5390625,26729.2265625,26736.08203125,26736.08203125,23298048
2023-06-05 14:00:00,26742.2890625,26802.736328125,26739.65234375,26753.30078125,26753.30078125,28221440
2023-06-05 14:15:00,26724.935546875,26779.693359375,26713.0625,26777.1171875,26777.1171875,60957696
2023-06-05 14:30:00,26770.494140625,26786.37890625,26748.138671875,26773.85546875,26773.85546875,6174720
2023-06-05 14:45:00,26792.4609375,26809.65625,26786.859375,26803.90625,26803.90625,57639936
2023-06-05 15:00:00,26804.90234375,26810.21875,26626.986328125,26677.90234375,26677.90234375,407482368
2023-06-05 15:15:00,26688.15234375,26688.15234375,26426.8984375,26498.865234375,26498.865234375,658415616
2023-06-05 15:30:00,26488.78125,26488.78125,26388.72265625,26476.072265625,26476.072265625,467308544
2023-06-05 15:45:00,26455.193359375,26455.193359375,26124.625,26124.625,26124.625,470311936
2023-06-05 16:00:00,26018.00390625,26018.00390625,25502.892578125,25871.548828125,25871.548828125,1919826944
2023-06-05 16:15:00,25935.720703125,25950.96484375,25803.2734375,25896.23046875,25896.23046875,868810752
2023-06-05 16:30:00,25889.19140625,25889.19140625,25791.27734375,25848.203125,25848.203125,356425728
2023-06-05 16:45:00,25829.216796875,25829.216796875,25673.333984375,25785.255859375,25785.255859375,419258368
2023-06-05 17:00:00,25802.435546875,25802.435546875,25716.328125,25735.015625,25735.015625,222537728
2023-06-05 17:15:00,25714.8203125,25747.01953125,25614.900390625,25614.900390625,25614.900390625,369491968
2023-06-05 17:30:00,25637.3203125,25754.513671875,25601.37109375,25754.513671875,25754.513671875,348098560
2023-06-05 17:45:00,25782.298828125,25790.42578125,25746.244140625,25764.705078125,25764.705078125,202313728
2023-06-05 18:00:00,25761.1484375,25761.1484375,25687.919921875,25729.58984375,25729.58984375,142731264
2023-06-05 18:15:00,25742.216796875,25745.23828125,25642.572265625,25643.201171875,25643.201171875,197615616
2023-06-05 18:30:00,25652.953125,25652.953125,25613.505859375,25617.115234375,25617.115234375,236924928
2023-06-05 18:45:00,25622.6484375,25627.32421875,25564.21484375,25567.36328125,25567.36328125,209414144
2023-06-05 19:00:00,25562.791015625,25566.259765625,25449.82421875,25541.025390625,25541.025390625,445827072
2023-06-05 19:15:00,25540.041015625,25540.041015625,25445.16796875,25450.439453125,25450.439453125,213700608
2023-06-05 19:30:00,25445.1796875,25556.6796875,25445.1796875,25522.6953125,25522.6953125,134254592
